[  388893ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  388893ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  391897ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  391897ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  394902ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  394902ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  397906ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  397906ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  400910ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  400911ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  403914ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  403915ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  406917ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  406917ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  409922ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  409922ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  412925ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  412925ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  415929ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  415929ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  418933ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  418933ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  421937ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  421937ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  424941ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  424941ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  427945ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  427945ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  430949ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  430950ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  433954ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
